Index;Accuracy;Jaccard;DICE;Precision;Recall
0;1.0;1.0;1.0;1.0;1.0
1;0.9999961853027344;0.9333333333333333;0.96551716;1.0;0.9333333333333333
2;0.999969482421875;0.9440559440559441;0.971223;0.9854014598540146;0.9574468085106383
3;0.99993896484375;0.9227053140096618;0.95979893;0.9794871794871794;0.9408866995073891
4;0.9999656677246094;0.96484375;0.9821073;0.9959677419354839;0.9686274509803922
5;0.9999198913574219;0.934984520123839;0.9663999;0.9741935483870968;0.9587301587301588
6;0.9999046325683594;0.9070631970260223;0.95126694;0.9799196787148594;0.9242424242424242
7;0.9998817443847656;0.9265402843601895;0.96186954;0.9775;0.9467312348668281
8;0.9999275207519531;0.9675213675213675;0.98349255;0.9929824561403509;0.9741824440619621
9;0.9999313354492188;0.9540816326530612;0.9765013;0.9868073878627969;0.9664082687338501
10;0.9999732971191406;0.9078947368421053;0.95172405;0.971830985915493;0.9324324324324325
11;0.9999885559082031;0.9375;0.96774185;0.9782608695652174;0.9574468085106383
12;0.9999961853027344;0.9917355371900827;0.99585056;0.9917355371900827;1.0
13;0.9999504089355469;0.9543859649122807;0.9766606;0.9784172661870504;0.974910394265233
14;0.9999656677246094;0.9721362229102167;0.98587126;0.9936708860759493;0.9781931464174455
15;0.9999618530273438;0.9613899613899614;0.9803149;0.9841897233201581;0.9764705882352941
16;0.9999618530273438;0.9633699633699634;0.9813432;0.9850187265917603;0.9776951672862454
17;0.9999465942382812;0.9656862745098039;0.9825436;0.9899497487437185;0.9752475247524752
18;0.9999427795410156;0.9590163934426229;0.9790794;0.975;0.9831932773109243
19;0.9999732971191406;0.9665071770334929;0.9829683;0.9901960784313726;0.9758454106280193
20;0.999969482421875;0.9520958083832335;0.97546005;0.9875776397515528;0.9636363636363636
21;0.9999656677246094;0.9655172413793104;0.982456;0.984375;0.980544747081712
22;0.9999809265136719;0.9715909090909091;0.9855907;0.9771428571428571;0.9941860465116279
23;0.9999809265136719;0.9671052631578947;0.98327756;0.98;0.9865771812080537
24;0.9999771118164062;0.9482758620689655;0.9734513;0.990990990990991;0.9565217391304348
25;0.9999732971191406;0.9156626506024096;0.9559748;0.987012987012987;0.926829268292683
26;0.9999656677246094;0.9491525423728814;0.97391295;0.9882352941176471;0.96
27;0.9999732971191406;0.965;0.9821882;0.9948453608247423;0.9698492462311558
28;0.9999313354492188;0.9361702127659575;0.9670329;0.9924812030075187;0.9428571428571428
29;0.9999732971191406;0.8870967741935484;0.9401709;1.0;0.8870967741935484
30;0.9999809265136719;0.9545454545454546;0.9767441;1.0;0.9545454545454546
31;0.9999618530273438;0.9099099099099099;0.95283014;0.9901960784313726;0.9181818181818182
32;0.999969482421875;0.9175257731958762;0.95698917;0.956989247311828;0.956989247311828
33;0.999969482421875;0.8596491228070176;0.92452824;1.0;0.8596491228070176
34;1.0;1.0;1.0;1.0;1.0
35;0.9999961853027344;0.9285714285714286;0.96296287;0.9285714285714286;1.0
36;0.9999961853027344;0.6666666666666666;0.79999995;1.0;0.6666666666666666
37;0.9999923706054688;0.9333333333333333;0.96551716;0.9655172413793104;0.9655172413793104
38;0.999969482421875;0.8873239436619719;0.94029844;1.0;0.8873239436619719
39;0.9999923706054688;0.9714285714285714;0.98550713;1.0;0.9714285714285714
40;1.0;1.0;1.0;1.0;1.0
41;0.9999961853027344;0.975609756097561;0.98765427;1.0;0.975609756097561
42;0.9999961853027344;0.8571428571428571;0.92307687;0.8571428571428571;1.0
43;0.9999961853027344;0.9285714285714286;0.96296287;0.9285714285714286;1.0
44;0.9999923706054688;0.9636363636363636;0.9814814;1.0;0.9636363636363636
45;0.9999885559082031;0.8421052631578947;0.91428566;1.0;0.8421052631578947
46;0.9999961853027344;0.8333333333333334;0.9090909;0.8333333333333334;1.0
47;0.9999809265136719;0.9732620320855615;0.98644984;0.994535519125683;0.978494623655914
48;0.9999923706054688;0.9914893617021276;0.9957264;0.9957264957264957;0.9957264957264957
49;0.9999847412109375;0.9844961240310077;0.99218744;0.9883268482490273;0.996078431372549
50;0.9999885559082031;0.9777777777777777;0.988764;1.0;0.9777777777777777
51;1.0;1.0;1.0;1.0;1.0
52;0.9999961853027344;0.9411764705882353;0.96969694;1.0;0.9411764705882353
53;1.0;1.0;1.0;1.0;1.0
54;0.9999885559082031;0.7692307692307693;0.8695651;1.0;0.7692307692307693
55;0.9999961853027344;0.9090909090909091;0.9523809;1.0;0.9090909090909091
56;0.9999923706054688;0.8823529411764706;0.93749994;0.9375;0.9375
57;0.9999961853027344;0.9411764705882353;0.96969694;0.9411764705882353;1.0
58;0.9999961853027344;0.8571428571428571;0.92307687;0.8571428571428571;1.0
59;1.0;1.0;1.0;1.0;1.0
60;0.9999961853027344;0.9285714285714286;0.96296287;0.9285714285714286;1.0
61;0.9999618530273438;0.9727520435967303;0.9861878;0.9944289693593314;0.9780821917808219
62;0.9999732971191406;0.9876106194690265;0.99376667;1.0;0.9876106194690265
63;0.9999351501464844;0.9662027833001988;0.9828109;0.9959016393442623;0.9700598802395209
64;0.999969482421875;0.9595959595959596;0.97938144;1.0;0.9595959595959596
65;0.9999542236328125;0.6842105263157895;0.81249994;1.0;0.6842105263157895
66;0.9999504089355469;0.9794628751974723;0.9896248;0.9904153354632588;0.988835725677831
67;0.9999427795410156;0.9799196787148594;0.989858;0.9878542510121457;0.991869918699187
68;0.9999504089355469;0.9824324324324324;0.99113834;0.9904632152588556;0.9918144611186903
69;0.9999732971191406;0.9855371900826446;0.99271584;0.9958246346555324;0.9896265560165975
70;0.9999732971191406;0.9694323144104804;0.98447883;0.9694323144104804;1.0
71;0.9998245239257812;0.766497461928934;0.86781603;0.766497461928934;1.0
72;0.9999809265136719;0.9624060150375939;0.9808429;0.9922480620155039;0.9696969696969697
73;0.9999771118164062;0.75;0.8571428;0.9473684210526315;0.782608695652174
74;0.9999656677246094;0.9567307692307693;0.977887;0.9707317073170731;0.9851485148514851
75;0.9999961853027344;0.9824561403508771;0.9911504;1.0;0.9824561403508771
76;0.9999732971191406;0.9285714285714286;0.9629629;0.9891304347826086;0.9381443298969072
77;0.9999923706054688;0.9811320754716981;0.99047613;0.9904761904761905;0.9904761904761905
78;0.9999961853027344;0.9878048780487805;0.99386495;1.0;0.9878048780487805
79;0.9999809265136719;0.9647887323943662;0.9820788;0.9856115107913669;0.9785714285714285
80;0.99993896484375;0.9420289855072463;0.9701492;0.9629629629629629;0.9774436090225563
81;0.9999732971191406;0.974169741697417;0.9869159;0.9814126394052045;0.9924812030075187
82;0.9999580383300781;0.9612676056338029;0.9802513;0.978494623655914;0.9820143884892086
83;0.9999656677246094;0.9513513513513514;0.97506917;0.9777777777777777;0.9723756906077348
84;0.9999847412109375;0.9493670886075949;0.97402596;0.9868421052631579;0.9615384615384616
85;0.9999771118164062;0.9230769230769231;0.96;0.9863013698630136;0.935064935064935
86;0.9999542236328125;0.8857142857142857;0.9393939;0.9789473684210527;0.9029126213592233
87;0.999969482421875;0.9230769230769231;0.96;0.9795918367346939;0.9411764705882353
88;0.9999961853027344;0.98;0.9898989;1.0;0.98
89;0.9999542236328125;0.9154929577464789;0.9558823;0.9558823529411765;0.9558823529411765
90;0.9999847412109375;0.96875;0.9841269;0.9841269841269841;0.9841269841269841
91;0.9999961853027344;0.9782608695652174;0.98901093;0.9782608695652174;1.0
92;0.9999885559082031;0.970873786407767;0.9852216;0.9803921568627451;0.9900990099009901
93;0.9999923706054688;0.9759036144578314;0.98780483;0.9878048780487805;0.9878048780487805
94;0.9999961853027344;0.9859154929577465;0.99290776;1.0;0.9859154929577465
95;0.9999656677246094;0.7352941176470589;0.8474576;0.8928571428571429;0.8064516129032258
96;0.9999732971191406;0.7083333333333334;0.8292683;1.0;0.7083333333333334
97;0.9999809265136719;0.9902534113060428;0.99510276;0.9980353634577603;0.9921875
98;0.9999923706054688;0.8666666666666667;0.9285714;1.0;0.8666666666666667
99;1.0;1.0;1.0;1.0;1.0
100;0.9999771118164062;0.9906542056074766;0.9953051;0.9953051643192489;0.9953051643192489
101;0.9999961853027344;0.9983164983164983;0.9991575;0.9983164983164983;1.0
102;0.9999809265136719;0.927536231884058;0.962406;0.9696969696969697;0.9552238805970149
103;1.0;1.0;1.0;1.0;1.0
104;0.9999809265136719;0.957983193277311;0.9785407;0.991304347826087;0.9661016949152542
105;0.9999923706054688;0.9834710743801653;0.9916666;0.9916666666666667;0.9916666666666667
106;0.9999923706054688;0.9856115107913669;0.99275357;0.9927536231884058;0.9927536231884058
107;0.9999923706054688;0.978021978021978;0.9888888;0.9888888888888889;0.9888888888888889
108;0.9999961853027344;0.9908256880733946;0.99539167;0.9908256880733946;1.0
109;0.9999885559082031;0.94;0.9690721;1.0;0.94
110;0.9999961853027344;0.987012987012987;0.993464;1.0;0.987012987012987
111;0.9999885559082031;0.94;0.9690721;0.9591836734693877;0.9791666666666666
112;0.9999656677246094;0.935251798561151;0.9665427;0.9774436090225563;0.9558823529411765
113;0.9999542236328125;0.9681697612732095;0.9838274;0.9838274932614556;0.9838274932614556
114;0.999969482421875;0.9822222222222222;0.9910313;0.9977426636568849;0.9844097995545658
115;0.9999923706054688;0.8333333333333334;0.9090909;1.0;0.8333333333333334
116;0.9999923706054688;0.9607843137254902;0.97999996;1.0;0.9607843137254902
117;0.9999923706054688;0.974025974025974;0.98684204;1.0;0.974025974025974
118;0.999969482421875;0.949685534591195;0.9741935;0.993421052631579;0.9556962025316456
119;0.9999885559082031;0.9866071428571429;0.99325836;0.9954954954954955;0.9910313901345291
120;0.9999961853027344;0.995850622406639;0.997921;1.0;0.995850622406639
121;0.99993896484375;0.9384615384615385;0.9682539;0.9838709677419355;0.953125
122;0.999969482421875;0.9861830742659758;0.9930434;0.9896013864818024;0.9965095986038395
123;0.9999656677246094;0.9818913480885312;0.99086285;0.991869918699187;0.9898580121703854
124;0.9999771118164062;0.986013986013986;0.9929577;0.9952941176470588;0.990632318501171
125;0.999969482421875;0.9732441471571907;0.98644066;0.9897959183673469;0.9831081081081081
126;0.9999885559082031;0.9888059701492538;0.9943714;0.9962406015037594;0.9925093632958801
127;0.9999885559082031;0.9884615384615385;0.99419725;1.0;0.9884615384615385
128;0.999969482421875;0.9702602230483272;0.98490566;0.9923954372623575;0.9775280898876404
129;0.9999732971191406;0.8852459016393442;0.93913037;0.9818181818181818;0.9
130;0.9999961853027344;0.9444444444444444;0.9714285;1.0;0.9444444444444444
131;0.9999885559082031;0.9802631578947368;0.99003315;1.0;0.9802631578947368
132;1.0;1.0;1.0;1.0;1.0
133;0.9999923706054688;0.9090909090909091;0.9523809;1.0;0.9090909090909091
134;0.9999961853027344;0.9285714285714286;0.96296287;1.0;0.9285714285714286
135;1.0;1.0;1.0;1.0;1.0
136;0.9999885559082031;0.9769230769230769;0.9883268;0.9844961240310077;0.9921875
137;0.9999961853027344;0.9931506849315068;0.99656355;0.9931506849315068;1.0
138;0.9999885559082031;0.9767441860465116;0.98823524;0.984375;0.9921259842519685
139;0.9999923706054688;0.9858156028368794;0.9928571;0.9928571428571429;0.9928571428571429
140;0.9999961853027344;0.9939393939393939;0.9969604;0.9939393939393939;1.0
141;0.9999542236328125;0.9361702127659575;0.9670329;0.9411764705882353;0.9943502824858758
142;0.9999542236328125;0.9428571428571428;0.9705882;0.9428571428571428;1.0
143;0.9999542236328125;0.9393939393939394;0.96874994;0.9441624365482234;0.9946524064171123
144;0.9999961853027344;0.9285714285714286;0.96296287;1.0;0.9285714285714286
145;0.9999961853027344;0.9795918367346939;0.98969066;0.9795918367346939;1.0
146;0.9999961853027344;0.9818181818181818;0.99082565;0.9818181818181818;1.0
147;0.9999809265136719;0.921875;0.9593495;1.0;0.921875
148;1.0;1.0;1.0;1.0;1.0
149;0.9999961853027344;0.9583333333333334;0.97872335;0.9583333333333334;1.0
150;0.9999809265136719;0.5454545454545454;0.7058823;1.0;0.5454545454545454
151;0.9999732971191406;0.6111111111111112;0.7586206;1.0;0.6111111111111112
152;0.9999847412109375;0.9;0.9473683;1.0;0.9
153;0.9999847412109375;0.9545454545454546;0.9767441;1.0;0.9545454545454546
154;0.9999885559082031;0.9625;0.98089164;1.0;0.9625
155;0.9999885559082031;0.7857142857142857;0.87999994;1.0;0.7857142857142857
156;1.0;1.0;1.0;1.0;1.0
157;0.9999885559082031;0.875;0.9333332;0.9545454545454546;0.9130434782608695
158;0.9999961853027344;0.9930555555555556;0.99651563;1.0;0.9930555555555556
159;0.9999923706054688;0.6;0.74999994;1.0;0.6
160;0.9999961853027344;0.8571428571428571;0.92307687;0.8571428571428571;1.0
161;0.9999923706054688;0.9285714285714286;0.9629629;0.9629629629629629;0.9629629629629629
162;0.9999923706054688;0.9736842105263158;0.9866666;0.9866666666666667;0.9866666666666667
163;0.9999885559082031;0.926829268292683;0.9620252;0.926829268292683;1.0
164;0.9999847412109375;0.9130434782608695;0.9545454;0.9545454545454546;0.9545454545454546
165;0.9999923706054688;0.8;0.88888884;0.8888888888888888;0.8888888888888888
166;1.0;1.0;1.0;1.0;1.0
